Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
Mario H. Rodriguez,https://openalex.org/A4354871170,Instituto Nacional de Salud Pública,Cuernavaca,,Mexico,18.976358,-99.24606,https://openalex.org/A4333830883|https://openalex.org/A2098327955|https://openalex.org/A4352758072|https://openalex.org/A4349071961,"aqueducts,|water",4,Environmental science|Social science|Sociology|Medicine|Nursing|Social psychology|Geography|Compliance (psychology)|Psychology|Environmental health|Agency (philosophy)|Occupational safety and health|Public health|Population|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354871170"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",1.7272727272727273,25,2008,1,MX,c4fd44d12c8b90fbe215505c4ab6b6b421d0c6717624a5758af84468ed806f01
Mark Brientenbach,https://openalex.org/A2324772599,Unknown,,,,,,https://openalex.org/A4342376201|https://openalex.org/A4355818730|https://openalex.org/A2323965181,"aqueducts,|water",3,Oceanography|Geology|Aqueduct|Environmental engineering|Water supply|Engineering|Pipeline transport|Geography|Hydrology (agriculture)|Civil engineering|Geotechnical engineering|Environmental science|Archaeology|Front (military),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2324772599"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2010,1,un,3254c54381ae5185aca672f547d69ff290aa5ac106dd24423b7b8747066b0f7f
Mark M. Hammer,https://openalex.org/A4356352146,Brigham and Women's Hospital,Boston,Massachusetts,United States,42.3356,-71.106415,https://openalex.org/A4346062255|https://openalex.org/A2663141768,"aqueducts,|water",2,Environmental engineering|Groundwater|Biology|Salinity|Geology|Hydrology (agriculture)|Sewage treatment|Water treatment|Wastewater|Suspended solids|Water resource management|Water quality|Oceanography|Engineering|Ecology|Geotechnical engineering|Environmental science|Waste management|Orange (colour)|Horticulture,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356352146"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,6,1985|1980,2,US,7cb41eb9e83dca3a0f3b133ef1b3f161c70b369ba055f94cbccaa24fb3e7b305
Mark Oborne,https://openalex.org/A2373352068,"California State University, Northridge",Northridge,California,United States,34.241505,-118.52877,https://openalex.org/A4341615758|https://openalex.org/A2427622628|https://openalex.org/A4344262463|https://openalex.org/A4340947231,"aqueducts,|water",4,Mining engineering|Geology|Geography|Archaeology|Seismology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2373352068"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,2007,1,US,db5d4323f35f739a19986a9e91d4852b79dd969c9c85d34a1b3ce0c997b073d6
Mark P. Lewis,https://openalex.org/A4354724880,Loughborough University,Loughborough,England,United Kingdom,52.766537,-1.233786,,"aqueducts,|water",0,Archaeology|Geography|Geology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354724880"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,6,1993,1,GB,
Martin D. Mitchell,https://openalex.org/A4334527199,"Minnesota State University, Mankato",Mankato,Minnesota,United States,44.146618,-93.998116,,"aqueducts,|water",0,San Joaquin|Geology|River delta|Soil science|Engineering|Geography|Water resource management|Hydrology (agriculture)|Geotechnical engineering|Aerospace engineering|Environmental science|Delta|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4334527199"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,1994,1,US,
Martin Reuss,https://openalex.org/A4376053935,Unknown,,,,,,,"aqueducts,|water",0,Architectural engineering|Artificial intelligence|Archaeology|Engineering|Computer science|Style (visual arts)|HERO|History|Siege,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4376053935"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1993,1,un,
Martin Reuss,https://openalex.org/A2161345308,Unknown,,,,,,,"aqueducts,|water",0,Dike|USable|Computer science|Biology|Flood myth|Natural resource|Civil engineering|Computer network|Revetment|Archaeology|Environmental resource management|World Wide Web|Geology|History|Land reclamation|Levee|Water resources|Water resource management|Geochemistry|Law|Resource (disambiguation)|Engineering|Political science|Drainage|Geotechnical engineering|Ecology|Environmental science|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2161345308"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2002,1,un,
Mary D. Goodson,https://openalex.org/A4345932942,Unknown,,,,,,https://openalex.org/A4352589748|https://openalex.org/A2435697007,"aqueducts,|water",2,San Joaquin|Oceanography|Cartography|Geology|Aqueduct|Environmental engineering|Water supply|Soil science|Geography|Hydrology (agriculture)|Bay|Geotechnical engineering|Foothills|Environmental science|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345932942"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2004,1,un,a6471ac1359a761b6efe3a42c6457ae01096dbf69a15a145b81148539bb826fa
María Eugenia Agudelo Bedoya,https://openalex.org/A4345141678,Pontifical Bolivarian University,Medellín,,Colombia,6.24245,-75.589836,https://openalex.org/A4348299330,"aqueducts,|water",1,Welfare economics|Mechanical engineering|Cartography|Drainage basin|Engineering|Political science|Geography|Water resource management|Biology|Ecology|Sustainability|Work (physics)|Sustainable development|Business|Law|Economics|Environmental science|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345141678"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2008,1,CO,a1d6aa206dd18f16a5c09e40d3396bb77a47df8b584f6ccfb8507c8076abdafa
María G. Vega López,https://openalex.org/A4355764928,University of Guadalajara,Guadalajara,,Mexico,20.675,-103.35889,https://openalex.org/A4356868099|https://openalex.org/A4341335307|https://openalex.org/A4357263192,"aqueducts,|water",3,Sociology|Economic growth|Medicine|Environmental health|Socioeconomics|Rural area|Gerontology|Population|Economics|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355764928"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.5,2,2010,1,MX,18ec3c8466c556b4e285b793c965c0bb9fc4806079aee645344ea7947ffeb8fe
Masakazu Mizutani,https://openalex.org/A4340278468,Utsunomiya University,Utsunomiya,,Japan,36.551098,139.93045,,"aqueducts,|water",0,Environmental science|Irrigation|Production (economics)|Macroeconomics|Economic growth|Archaeology|Geography|Water resource management|Biology|Ecology|Productivity|Business|Environmental planning|Economics|Paddy field,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4340278468"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,16,1984,1,JP,
Matheus Estevão Ferreira da Silva,https://openalex.org/A4355589379,São Paulo State University,São Paulo,,Brazil,-22.8172,-47.0694,https://openalex.org/A4342999046,"aqueducts,|water",1,Art|Humanities|Environmental engineering|Sewage|Political science|Geography|Water resource management|Biology|Ecology|Law|Rainwater harvesting|Environmental science|Newspaper,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355589379"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.5,3,2008,1,BR,e313886f309d49724f3ec4957a24eb97a633e5333746ed09a903f288c349c4ad
Maureen Duffy,https://openalex.org/A4338805484,Barry University,Miami,Florida,United States,25.879356,-80.19619,,"aqueducts,|water",0,Electric power|Forensic engineering|Environmental engineering|Water supply|Engineering|Geography|Water resource management|Physics|Digging|Civil engineering|Business|Quantum mechanics|Archaeology|Power (physics)|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4338805484"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,9,2009,1,US,
Maurizio Forte,https://openalex.org/A4348558504,Istituto Neurologico Mediterraneo,Pozzilli,,Italy,41.51387,14.059873,https://openalex.org/A2776643611|https://openalex.org/A2601877227|https://openalex.org/A4352525996|https://openalex.org/A3062635525|https://openalex.org/A2776249969,"aqueducts,|water",5,Radionuclide|Groundwater|Radiological weapon|Physics|Biology|Medicine|Estonian|Chemistry|Philosophy|Economic policy|Geology|Radium|Hydrology (agriculture)|Radiochemistry|Linguistics|Aquifer|Environmental protection|Water resource management|European union|Environmental health|Water quality|Business|Population|Water Framework Directive|Geotechnical engineering|Ecology|Environmental science|Quantum mechanics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348558504"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.3333333333333333,28,2010,1,IT,5df29c2b92c00ca33d1017a17dace83620c8a4e252ea9a7a0ab943a5ef8198dc
Max K. Socha,https://openalex.org/A1999392985,Unknown,,,,,,,"aqueducts,|water",0,Social science|Library science|Environmental engineering|Revenue|Geography|Natural resource economics|Computer science|Biology|Archaeology|Agriculture|Promotion (chess)|Water conservation|Sociology|Subject (documents)|History|Water use|Water resources|Politics|Law|Business|Thriving|Water supply|Engineering|Political science|Economics|Ecology|Environmental planning|Accounting,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1999392985"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1939,1,un,
Mehmet Taşlıalan,https://openalex.org/A106880040,Unknown,,,,,,https://openalex.org/A1981828455,"aqueducts,|water",1,Art|Environmental engineering|Water supply|Engineering|History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A106880040"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,2009,1,un,00d35c091b76eb9081b2b30b6068302f053ebc576e0c7dd2357ebeb497f643cb
Mehul Jain,https://openalex.org/A4353251743,Unknown,,,,,,https://openalex.org/A4353582051|https://openalex.org/A4347342370|https://openalex.org/A4334164884,"aqueducts,|water",3,Cartography|Environmental engineering|Sewage|Geography|Biology|Demography|Sociology|Pollution|Sewage treatment|Rainwater harvesting|Surface runoff|Sewerage|Water resource management|Population|Action plan|Floodplain|Wetland|Ecology|Environmental science|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353251743"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,3,2006,1,un,bb89d9bb8dad9cd4c62ce13e3f1cd2aad2e6b94019bcc09ba4107a0bf29d8fb5
Menglin Lou,https://openalex.org/A4345587791,Tongji University,Shanghai,,China,31.281977,121.506195,https://openalex.org/A4341351895,"aqueducts,|water",1,Pile|Geology|Aqueduct|Archaeology|Engineering|Structural engineering|Bent molecular geometry|Geotechnical engineering|Slosh dynamics|History|Earthquake shaking table,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345587791"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",3,5,2010,1,CN,3a07d73169959e602d6a25326de3885f7c5cca179675705b692f13b65aa21ddb
Michael A. Marchetti,https://openalex.org/A4354019589,Memorial Sloan Kettering Cancer Center,New York,New York,United States,40.764194,-73.9561,https://openalex.org/A2310440532|https://openalex.org/A4355966480|https://openalex.org/A4355249407,"aqueducts,|water",3,Introduced species|Watershed|Habitat|Biodiversity|Geography|Computer science|Freshwater fish|Fishery|Machine learning|Biology|Ecology|Fish <Actinopterygii>|Invasive species,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354019589"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.5,19,2004,1,US,9b03ca38ff3ec7cb8c68f391df8b3d9515f9f9c75147b270be6a00ef0053306e
Michael Barnett,https://openalex.org/A4354209834,University of Sydney,Sydney,New South Wales,Australia,-33.88858,151.1873,,"aqueducts,|water",0,Forensic engineering|Geology|Aqueduct|Engineering|History|Geotechnical engineering|Paleontology|Archaeology|Appendix,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354209834"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",10.8,29,1907,1,AU,
Michael D. Hill,https://openalex.org/A4357834552,University of Calgary,Calgary,Alberta,Canada,51.0775,-114.13306,https://openalex.org/A1980934353|https://openalex.org/A2420022768|https://openalex.org/A3149415077|https://openalex.org/A4336693235|https://openalex.org/A4357044482|https://openalex.org/A4354463369|https://openalex.org/A4351435204|https://openalex.org/A2657946235|https://openalex.org/A2260522322|https://openalex.org/A2641484545|https://openalex.org/A4346778779|https://openalex.org/A4358336685|https://openalex.org/A4349843714|https://openalex.org/A2764421996|https://openalex.org/A2313911395|https://openalex.org/A4340032547|https://openalex.org/A2627156756,"aqueducts,|water",17,Roof|Compensation (psychology)|Geology|Environmental engineering|Water flow|Water supply|Political science|Geography|Water resource management|Hydrology (agriculture)|Psychology|Law|Geotechnical engineering|Legislation|Environmental science|Archaeology|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357834552"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.1111111111111111,22,1907,1,CA,12d044b3c9ac039c13ac4fd16f8b9ee3326fec54d86c4b66dade2737434d3192
Michael Greenhalgh,https://openalex.org/A2892549963,Unknown,,,,,,,"aqueducts,|water",0,Ancient history|History|CONQUEST|Classics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2892549963"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",6.5,8,1998,1,un,
Michael Kucher,https://openalex.org/A2647358087,Leipzig University of Applied Sciences,Leipzig,,Germany,51.31422,12.372922,,"aqueducts,|water",0,Environmental engineering|Archaeology|Water supply|Context (archaeology)|Engineering|Geography|Operations management|Parallels|History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2647358087"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2004,1,DE,
Michael P. Fahy,https://openalex.org/A4345121371,El Paso Corp.,,,,29.758429,-95.367516,https://openalex.org/A2166547940|https://openalex.org/A2100511896,"aqueducts,|water",2,Irrigation|Water conservation|Environmental engineering|Water supply|Environmental protection|Water resource management|Biology|Ecology|Sustainability|Water quality|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345121371"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,2001,1,un,d00af55f6a957b15b52f6e1de6ba39718498906c3f6209d087c2ad4454ad3f4c
Michael Planert,https://openalex.org/A702057521,Unknown,,,,,,https://openalex.org/A4355353356,"aqueducts,|water",1,Groundwater|Geography|Computer science|Computer network|Archaeology|Agriculture|Geology|Sociology|Demography|Arid|Hydrology (agriculture)|Groundwater recharge|Aquifer|STREAMS|Structural basin|Water scarcity|Water resource management|Population|Paleontology|Geotechnical engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A702057521"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,4,1995,1,un,17dc595fe4f8ce50e997e2b59241fb73c1881251835456fefe64fb6efec012ae
Michael T. Stift,https://openalex.org/A1980121624,Unknown,,,,,,https://openalex.org/A4354299058|https://openalex.org/A2313010318|https://openalex.org/A4344452576,"aqueducts,|water",3,Operating system|Mechanical engineering|Cofferdam|Forensic engineering|Aqueduct|Environmental engineering|Pipeline (software)|Water supply|Engineering|Archaeology|Pipeline transport|Computer science|Civil engineering|Schedule|History|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1980121624"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2001,1,un,f9aafa94ad25b7cd5a68e0af650e7b62a88c1dd09ad5e6c02832d370299af7e4
Micheal Gould,https://openalex.org/A2648227775,Unknown,,,,,,https://openalex.org/A4353177128,"aqueducts,|water",1,Cultural heritage management|Cultural heritage|Mechanical engineering|Industrial heritage|Recreation|Archaeology|Engineering|Political science|Economy|Geography|Work (physics)|Law|Civil engineering|Environmental planning|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2648227775"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1996,1,un,f97d5bc48363b977897408806cb27939aa50de6e95fde67e3a59cd6aac3328aa
Michel Bakalowicz,https://openalex.org/A4341486809,Laboratory HydroSciences Montpellier,Montpellier,,France,43.636024,3.865557,https://openalex.org/A2003501426|https://openalex.org/A2496040558,"aqueducts,|water",2,Mediterranean climate|Phoenician|Cartography|Environmental engineering|Geography|Biology|Geomorphology|Archaeology|Geology|Karst|Hydrology (agriculture)|Structural basin|Drainage basin|Water resources|Water resource management|Water supply|Geotechnical engineering|Ecology|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4341486809"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",40,20,2002,1,FR,1400b78f26dca0a7fcf63240c80045e1f11b1d2d895d00b3fe5a6d78c6a33dbf
Michele Attilio Rosa,https://openalex.org/A4353822788,University of Messina,Messina,,Italy,38.19269,15.546198,https://openalex.org/A2096810484|https://openalex.org/A4343822246|https://openalex.org/A2633104882|https://openalex.org/A2245096816|https://openalex.org/A2406767230|https://openalex.org/A4342306891|https://openalex.org/A2601877227,"aqueducts,|water",7,Volcano|Paleontology|Geology|Karst|Geography|Mineral water|Hydrology (agriculture)|Physics|Geochemistry|Geotechnical engineering|Geomorphology|Environmental science|Quantum mechanics|Archaeology|Alluvium|Radon,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353822788"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.5384615384615384,24,1991,1,IT,80bfb0aeee27813e183ba60e01dbf578468299dd4ecaa7774c342842e25a4ac6
Miguel A. Mariño,https://openalex.org/A4347804822,"University of California, Davis",Davis,California,United States,38.54,-121.75,https://openalex.org/A4348707100,"aqueducts,|water",1,Probabilistic logic|Aqueduct|Artificial intelligence|Dynamic programming|Distribution (mathematics)|Engineering|Operations research|Geography|Computer science|Mathematical analysis|Civil engineering|Archaeology|Mathematics|Algorithm,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4347804822"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,51,1987,1,US,67a111a34a5c94c5502114e9e6bc26b3c13f77493e7e56b5aa48d691a65bdd2b
Miguel Quintero,https://openalex.org/A4355975324,University of the Andes,Mérida,,Venezuela,8.579906,-71.157585,https://openalex.org/A4360002946|https://openalex.org/A2254849196|https://openalex.org/A4354814782|https://openalex.org/A2161493456,"aqueducts,|water",4,Oceanography|Greenhouse gas|Flooding (psychology)|Geology|Hydroelectricity|Global warming|Engineering|Durability|Electrical engineering|Computer science|Psychotherapist|Psychology|Civil engineering|Database|Environmental science|Climate change,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355975324"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.14285714285714285,22,2010,1,VE,d1c5c6c5c5b379744b88e7f52161c224c301278acd62f7ee310705d0d521b2b3
Mihailo D. Trifunac,https://openalex.org/A4338952652,University of Southern California,Los Angeles,California,United States,34.02051,-118.28563,https://openalex.org/A4332373677|https://openalex.org/A4355843873,"aqueducts,|water",2,Chemistry|Probabilistic logic|Geology|Engineering|Ground motion|Organic chemistry|Structural engineering|Psychotherapist|Hazard|Seismic hazard|Psychology|Displacement (psychology)|Statistics|Mathematics|Seismology|Earthquake resistance,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4338952652"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",2.75,46,2007,1,US,f52968eee3727780ffb965a7740e6a40951695259450f783d89f0e9929c6cd04
Mike Fotos,https://openalex.org/A2763094886,Trinity College,Hartford,Connecticut,United States,41.747,-72.69,https://openalex.org/A2810629822|https://openalex.org/A2169692529,"aqueducts,|water",2,Ecosystem|Watershed|Ecosystem services|Panama canal|Engineering|Reforestation|Computer science|Water resource management|Hydrology (agriculture)|Machine learning|Biology|Ecology|Agroforestry|Geotechnical engineering|Business|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2763094886"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,3,2007,1,US,617f98d31d02fc225679c2e01ef0ba3e1b96d0e97c265f0ba0f2b21c7b0b2252
Mike Mickelson,https://openalex.org/A2225909446,Unknown,,,,,,https://openalex.org/A2294074519|https://openalex.org/A4336576322|https://openalex.org/A1993745296|https://openalex.org/A4341753864|https://openalex.org/A4355818730|https://openalex.org/A1966151886,"aqueducts,|water",6,Geology|Hydroelectricity|Downstream (manufacturing)|Aqueduct|Groundwater|Engineering|Bedrock|Geography|Electrical engineering|Hydrology (agriculture)|Landslide|Operations management|Geotechnical engineering|Geomorphology|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2225909446"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2004,3,un,fdd620810f7e6673aa4c1922fa9c8407d7ba87d5d20cb7cf1ecb2849f9e91ae1
Minghua Zhang,https://openalex.org/A2617756261,Wenzhou Medical University,Wenzhou,,China,27.925127,120.71197,https://openalex.org/A2114498965|https://openalex.org/A4336052188|https://openalex.org/A4332486220,"aqueducts,|water",3,Macroeconomics|Groundwater|Geography|Natural resource economics|Biology|Archaeology|Agriculture|Water conservation|Karst|Agricultural productivity|Waterlogging (archaeology)|Sinkhole|Farm water|Production (economics)|Water scarcity|Water resources|Water resource management|Cropping|Engineering|Wetland|Geotechnical engineering|Ecology|Environmental science|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2617756261"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",3.563106796116505,66,2001,1,CN,79dcd038636bed606e76a9a930e4d82ac114962a9a78b0f4616dd49e0b603cfa
Morris M. Thompson,https://openalex.org/A4331884772,United States Geological Survey,Reston,Virginia,United States,38.94762,-77.36789,,"aqueducts,|water",0,Physical geography|Cartography|Geology|Aerial photography|Glacier|Geography|Hydrology (agriculture)|Biology|Ecology|Geotechnical engineering|Swamp|Remote sensing,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4331884772"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1972,1,US,
Moustapha Fleyfel,https://openalex.org/A2496040558,Unknown,,,,,,https://openalex.org/A2003501426|https://openalex.org/A4341486809,"aqueducts,|water",2,Mediterranean climate|Phoenician|Cartography|Environmental engineering|Geography|Biology|Geomorphology|Archaeology|Geology|Karst|Hydrology (agriculture)|Structural basin|Drainage basin|Water resources|Water resource management|Water supply|Geotechnical engineering|Ecology|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2496040558"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2002,1,un,81a8eab2dfca016658968334736053a265911f4368165c78f84127eea46ff498
Mt Tucker,https://openalex.org/A2707566835,Unknown,,,,,,https://openalex.org/A4350418025|https://openalex.org/A4335012496|https://openalex.org/A2655344010|https://openalex.org/A2172877842|https://openalex.org/A2490559863|https://openalex.org/A2764627878|https://openalex.org/A2572605512|https://openalex.org/A2611023640|https://openalex.org/A2264904525,"aqueducts,|water",9,Public health|Nursing|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2707566835"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1981,1,un,94e3722b6131f756ace1ada98e6ddcb13f9072d79a70ad27076bc90dd43b4e0b
Murillo Melchor,https://openalex.org/A2601632811,Unknown,,,,,,https://openalex.org/A4330753941,"aqueducts,|water",1,Botany|Welfare economics|Aqueduct|Demography|Sociology|Archaeology|Geography|Forestry|Seed dormancy|Germination|Biology|Stratification (seeds)|Population|Economics|Dormancy,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2601632811"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2008,1,un,ac7024c9b4d347b190bee7e574cba3041295f0fb085b97e55e7ef2870447a58e
