Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
Frances C. Taylor,https://openalex.org/A4337245727,Australian Catholic University,Brisbane,Queensland,Australia,-27.378023,153.08887,,"aqueducts,|water",0,Engineering|Geography|Hydrology (agriculture)|Water resource management|Geotechnical engineering|Environmental science|Environmental planning|Remote sensing,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4337245727"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2003,1,AU,
Frances C. Taylor,https://openalex.org/A4342193462,Australian Catholic University,Brisbane,Queensland,Australia,-27.378023,153.08887,https://openalex.org/A4345919906|https://openalex.org/A701230136|https://openalex.org/A4332415594,"aqueducts,|water",3,Canopy|Geology|Medicine|Telecommunications|Engineering|Geography|Vegetation (pathology)|Hyperspectral imaging|Hydrology (agriculture)|Ground-penetrating radar|Radar|Geotechnical engineering|Environmental science|Remote sensing|Archaeology|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4342193462"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2003,1,AU,cb7b651fe22e6f2a8c2915bb741522655d28295eeb54ed746918436089af2830
Francesco Amato,https://openalex.org/A2135868910,University of Naples Federico II,Naples,Campania,Italy,40.84722,14.256944,https://openalex.org/A4338991929|https://openalex.org/A2125754688|https://openalex.org/A1970054768|https://openalex.org/A4331282062|https://openalex.org/A2007012615|https://openalex.org/A4334033349,"aqueducts,|water",6,Uric acid|Traditional medicine|Internal medicine|Medicine|Epidemiology|Family history|Gout|Physics|Environmental health|Surgery|Incidence (geometry)|Optics|Population|Disease,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2135868910"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",2.4545454545454546,41,1990,1,IT,7b1c623da62b3da22a027a741de2d85988461496c581d6056114eca122dd5875
Franco Tubaro,https://openalex.org/A90193941,University of Udine,Udine,,Italy,46.080833,13.211667,https://openalex.org/A4344694939|https://openalex.org/A4341216646|https://openalex.org/A4346377879|https://openalex.org/A4347170902,"aqueducts,|water",4,Chemistry|Inorganic chemistry|Environmental engineering|Environmental chemistry|Organic chemistry|Haloacetic acids|Chlorine dioxide|Biology|Ecology|Water quality|Water treatment|Environmental science|Chlorine|Acetic acid,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A90193941"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",3,19,2005,1,IT,c4b02227ecaaef38cdae81e8a5487fd1aaf3c3700a9ee7e5084fe1285be03904
Franco Urbani,https://openalex.org/A1970188871,Central University of Venezuela,Caracas,,Venezuela,10.49094,-66.892,https://openalex.org/A2137559405|https://openalex.org/A1933320629|https://openalex.org/A2436355814,"aqueducts,|water",3,Philosophy|Humanities|Physics|Quantum mechanics|Radon,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1970188871"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",1,8,1997,1,VE,33f3f954f6a4df7174184b52cf7a10f6c0201d3453bea47ce8b899c8f184c213
Frank A. Rinella,https://openalex.org/A2059243129,United States Geological Survey,Reston,Virginia,United States,38.94762,-77.36789,https://openalex.org/A4356213119|https://openalex.org/A2319266201,"aqueducts,|water",2,Irrigation|Cartography|Geology|Wildlife refuge|Biota|Agronomy|Geography|Water resource management|Drainage|Hydrology (agriculture)|Wildlife|Biology|Ecology|Water quality|Geotechnical engineering|Environmental science|Tributary,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2059243129"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,9,1994,1,US,a369a2bab79469b05e5fe7740d64a95f12be2faaa00e73bafb5f5dc9860dcca6
Frank Granger,https://openalex.org/A2312220777,Nottingham College,Nottingham,,United Kingdom,52.953598,-1.143789,https://openalex.org/A407066214,"aqueducts,|water",1,Art|Painting|Architecture|Astrology|Artillery|Ancient Greek|Classics|Engineering|History|Ancient history|Art history|Visual arts|Fifteenth|Alchemy|The Renaissance|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2312220777"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,3,1962,1,GB,b6bd8611417a9b942124fac8859e1d47cf0381ff33fa88209c9bb23502b9bac1
Frank Vermeulen,https://openalex.org/A4347068348,Ghent University Hospital,Ghent,,Belgium,51.02517,3.725213,https://openalex.org/A4360027697,"aqueducts,|water",1,Art|Cityscape|Urbanization|Economic growth|Environmental engineering|Geography|Computer science|Computer network|Archaeology|Geoarchaeology|Prehistory|World Wide Web|Geology|Plucking|Payment|Visual arts|Settlement (finance)|Paleontology|Water supply|Engineering|Meteorology|Resource (disambiguation)|Environmental planning|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4347068348"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",1.368421052631579,14,2009|2010,2,BE,7623cb0de11c1b1617ef4e2005c40c2604f0313a1e3b3a7f47f0e71b050bc0d9
Frankie Tan,https://openalex.org/A4331748827,National University of Singapore,Singapore,,Singapore,1.295556,103.776665,,"aqueducts,|water",0,Breaking wave|Flume|Roller-compacted concrete|Physics|Geology|Hydraulic jump|Materials science|Wave flume|Froude number|Hydraulics|Aerospace engineering|Flow (mathematics)|Cement|Mechanics|Oceanography|Wave propagation|Engineering|Jet (fluid)|Geotechnical engineering|Air entrainment|Metallurgy|Quantum mechanics|Front (military),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4331748827"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2003,1,SG,
Fred Pearce,https://openalex.org/A4338234204,Oldham Council,Oldham,,United Kingdom,53.542316,-2.117725,,"aqueducts,|water",0,Political science|Economy|Technocracy|Guardian|Water resource management|Geography|Politics|Law|Futures contract|Finance|Business|Economics|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4338234204"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.875,11,1992,1,GB,
Fuphan Chou,https://openalex.org/A2169692529,Yale University,New Haven,Connecticut,United States,41.302094,-72.93066,https://openalex.org/A2763094886|https://openalex.org/A2810629822,"aqueducts,|water",2,Ecosystem|Watershed|Ecosystem services|Panama canal|Engineering|Reforestation|Computer science|Water resource management|Hydrology (agriculture)|Machine learning|Biology|Ecology|Agroforestry|Geotechnical engineering|Business|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2169692529"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2007,1,US,6780e9326b4943433f4babfd21bb7464088eb46fc018d0ab46d01e2385f17229
G F Deacon,https://openalex.org/A2420022768,Unknown,,,,,,https://openalex.org/A1980934353|https://openalex.org/A3149415077|https://openalex.org/A4354463369|https://openalex.org/A4336693235|https://openalex.org/A4357044482|https://openalex.org/A4351435204|https://openalex.org/A2657946235|https://openalex.org/A2260522322|https://openalex.org/A2641484545|https://openalex.org/A4357834552|https://openalex.org/A4346778779|https://openalex.org/A4358336685|https://openalex.org/A4349843714|https://openalex.org/A2764421996|https://openalex.org/A2313911395|https://openalex.org/A4340032547|https://openalex.org/A2627156756,"aqueducts,|water",17,Roof|Compensation (psychology)|Geology|Environmental engineering|Water flow|Water supply|Political science|Geography|Water resource management|Hydrology (agriculture)|Psychology|Law|Geotechnical engineering|Legislation|Environmental science|Archaeology|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2420022768"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1907,1,un,9421f8ad3ac69192a4586f646ccdeffd4253a0b19ec2c61331de1b23bca4bedb
G. Bossy,https://openalex.org/A2630047295,Gdańsk Medical University,Gdańsk,,Poland,54.36611,18.630556,https://openalex.org/A2139979213|https://openalex.org/A4359752832|https://openalex.org/A2499217821,"aqueducts,|water",3,Art|Channel (broadcasting)|Antique|Geology|Aqueduct|Karst|Humanities|Telecommunications|Engineering|Geography|Hydrology (agriculture)|Geotechnical engineering|Geomorphology|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2630047295"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,2,2000,1,PL,815758c8aab48d541d36d263bd5ee00454162d51e86cae5ac5d57cd85a23a842
G. Combes,https://openalex.org/A1762984715,Unknown,,,,,,https://openalex.org/A2169858472,"aqueducts,|water",1,Aqueduct|Environmental engineering|Groundwater|Pipeline transport|Geography|Geomorphology|Inlet|Indus|Archaeology|Water pipe|Geology|Aquifer|History|Structural basin|Sewerage|Sanitary sewer|Bronze|Water supply|Engineering|Ancient history|Geotechnical engineering|Waste management,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1762984715"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,6,1967,1,un,c8b1160b16b179eaa5ea3d6a85f1e72421b2bcabd7f136db9a9ea544e0e079ea
G. E. Mitchell,https://openalex.org/A4341366154,North Carolina State University,Raleigh,North Carolina,United States,35.784386,-78.682785,https://openalex.org/A4334493318|https://openalex.org/A2639326053|https://openalex.org/A4355921290|https://openalex.org/A2579548827|https://openalex.org/A2423675094|https://openalex.org/A2764350221|https://openalex.org/A2429185308|https://openalex.org/A2152363410|https://openalex.org/A2700418087|https://openalex.org/A2764344154|https://openalex.org/A2466934636|https://openalex.org/A2627884716|https://openalex.org/A2629438255|https://openalex.org/A4336081337,"aqueducts,|water",14,Irrigation|Environmental engineering|Geography|Volume (thermodynamics)|Physics|Biology|Archaeology|Geology|Quantum mechanics|Electrical engineering|Hydrology (agriculture)|Lime|History|Statistics|Materials science|Sewerage|Water resource management|Cement|Filtration (mathematics)|Voltage|Cementation (geology)|Water supply|Engineering|Mains electricity|Geotechnical engineering|Metallurgy|Ecology|Environmental science|Waste management|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4341366154"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",3.4285714285714284,42,1923|1925,3,US,5a1a33146b89dc55b68a2e52a6f349ab6a12304591bc4de52e77e105a121898f
G. Midgley Taylor,https://openalex.org/A2152363410,Unknown,,,,,,https://openalex.org/A4355921290|https://openalex.org/A2764350221|https://openalex.org/A2429185308|https://openalex.org/A4341366154|https://openalex.org/A4336081337,"aqueducts,|water",5,History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2152363410"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,1925,1,un,6cec20d758fbb39d60c7ae6ff5ad244722bb09a75be290e26516903e005e55c8
G. R. Young,https://openalex.org/A4356113003,Oak Ridge National Laboratory,Oak Ridge,Tennessee,United States,35.933334,-84.316666,https://openalex.org/A2572560232|https://openalex.org/A4338738891|https://openalex.org/A4333911279|https://openalex.org/A1180158550|https://openalex.org/A4337823285|https://openalex.org/A4355649962,"aqueducts,|water",6,Cartography|Water tunnel|Geology|Mile|Environmental engineering|Vortex|Metropolitan area|Engineering|Water supply|Geography|Scale (ratio)|Meteorology|Civil engineering|Environmental science|Archaeology|Geodesy,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356113003"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0.9411764705882353,46,2000,1,US,ff57362d860bf960fadc92947268f88f3b13b8adf1cc0bf168a7757e46119186
G. Sosa Pérez,https://openalex.org/A2142557624,Unknown,,,,,,https://openalex.org/A2487899777,"aqueducts,|water",1,Social science|Water consumption|Production (economics)|Macroeconomics|Sociology|Archaeology|Agricultural productivity|Geography|Water resource management|Livestock|Agroforestry|Environmental science|Economics|Consumption (sociology)|Forestry|Agriculture|Agricultural science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2142557624"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2009,1,un,e3b2d4b2b186d97879b5fe995b5d3fb8469d524b2977f731fc5157d81fe2c213
G. de Kleijn,https://openalex.org/A2809305953,Unknown,,,,,,,"aqueducts,|water",0,Sociology|Demography|Environmental engineering|Quantum mechanics|Water supply|Engineering|Fresh water|Geography|Archaeology|Water resource management|Volume (thermodynamics)|Ancient history|Physics|Environmental science|Population|History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2809305953"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2001,1,un,
G.R. Stephens,https://openalex.org/A2443481733,Aboriginal Affairs Northern Dev Canada,Gatineau,Quebec,Canada,45.42456,-75.69578,,"aqueducts,|water",0,Art|Period (music)|Aqueduct|Voltage|Environmental engineering|Archaeology|Water supply|Engineering|Mains electricity|Electrical engineering|Aesthetics|Ancient history|History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2443481733"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,11,1985,1,CA,
Ga Edington,https://openalex.org/A2169848276,Unknown,,,,,,https://openalex.org/A2254284810|https://openalex.org/A2099925317,"aqueducts,|water",2,Environmental engineering|Water supply|Engineering|Pipeline transport|Water resource management|Hydrology (agriculture)|Geotechnical engineering|Environmental science|Culvert,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2169848276"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1958,1,un,98d10996b41e49efedb64a511f2db4b37a54c8971533b6831cfea0e7b7e79e53
Gabriella Elia,https://openalex.org/A4338991929,University of Bari Aldo Moro,Bari,,Italy,41.120277,16.868334,https://openalex.org/A2135868910|https://openalex.org/A2125754688|https://openalex.org/A1970054768|https://openalex.org/A4331282062|https://openalex.org/A2007012615|https://openalex.org/A4334033349,"aqueducts,|water",6,Uric acid|Traditional medicine|Internal medicine|Medicine|Epidemiology|Family history|Gout|Physics|Environmental health|Surgery|Incidence (geometry)|Optics|Population|Disease,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4338991929"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,3,1990,1,IT,a39467ddfcd9e87185b7e751ecb9b8feec37831570bcf83ea80cfb963d0d0342
Gaetano Maria Fara,https://openalex.org/A4344879297,Sapienza University of Rome,Rome,Lazio,Italy,41.90384,12.514438,https://openalex.org/A4334415010,"aqueducts,|water",1,Environmental engineering|Geography|Natural resource economics|Biology|International trade|Archaeology|Medicine|Human health|Microeconomics|Scarcity|Pollution|Land reclamation|Environmental protection|Safeguard|Water resource management|Environmental health|Business|Risk analysis (engineering)|Water supply|Ecology|Environmental science|Environmental planning|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4344879297"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",1.2857142857142858,12,2003,1,IT,ae7d680e6ae82db0308417857c53b55113a03a24480a23bfa841900f2f21a357
Gao Yang-feng,https://openalex.org/A2388071373,China Three Gorges University,Yichang,,China,30.720427,111.31817,,"aqueducts,|water",0,Geology|Engineering|Structural engineering|Water resource management|Geotechnical engineering|Civil engineering|Environmental science|Water transfer,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2388071373"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,0,2007,1,CN,
Gardner S. Williams,https://openalex.org/A4343249394,Unknown,,,,,,https://openalex.org/A4337601252,"aqueducts,|water",1,Mechanics|Mechanical engineering|Geology|Petroleum engineering|Environmental engineering|Water flow|Sanitary sewer|Engineering|Hydrology (agriculture)|Hydraulic head|Physics|Geotechnical engineering|Head (geology)|Geomorphology|Inlet|Flow (mathematics)|Environmental science|Water pipe,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4343249394"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,2010|1910,2,un,8a0e53f672aff7ae1648a0606d03c32eb82238d5d1c05fa0d9fb6090f3489665
Geoff West,https://openalex.org/A4353690136,Curtin University,Perth,Western Australia,Australia,-32.00593,115.894394,https://openalex.org/A2669682152,"aqueducts,|water",1,Mechanical engineering|Forensic engineering|Environmental engineering|Sanitary sewer|Engineering|Work (physics)|Civil engineering|Transport engineering|Cover (algebra),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353690136"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",2,28,1976,1,AU,0da6deb838fecf3d52b2bed16cad6681130f156b2623b9beb9c8e32177bd9469
George A. Schaible,https://openalex.org/A4347399864,Montana State University,Bozeman,Montana,United States,45.66833,-111.05,https://openalex.org/A2732482033|https://openalex.org/A2681886339,"aqueducts,|water",2,Emergency planning|Water source|Voltage|Environmental engineering|Groundwater|Engineering|Water supply|Mains electricity|Electrical engineering|Water resource management|Political science|Emergency management|Law|Geotechnical engineering|Business|Environmental planning|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4347399864"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,1,1965,1,US,07a9b415c48b99f3a7df08c7ba1059f63b5c41acee426b53e2cbe8694d1b501e
George W. Tauxe,https://openalex.org/A4346920400,"University of California, Los Angeles",Los Angeles,California,United States,34.072224,-118.4441,https://openalex.org/A4330940911|https://openalex.org/A4337208420,"aqueducts,|water",2,Water resource management|Computer science|Computer network|Resource (disambiguation)|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4346920400"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": true})'>Show publications</a>",0,6,1975,1,US,15af685b0c027938ad96a5f0a67e1748d267332a2ad2e664d93fcab2ef0f9fcc
